'woodp'=>2080000,'clayp'=>2400000,'ironp'=>2400000,'cropp'=>3599196,'upkeep'=>0
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397964,'upkeep'=>100
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51197482.4,'upkeep'=>251097.6
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397964,'upkeep'=>100
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51197424.8,'upkeep'=>251155.2
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520816,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51197160.8,'upkeep'=>251419.2
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51197093.6,'upkeep'=>251486.4
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520816,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520816,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51196556,'upkeep'=>252024
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815633993,'upkeep'=>944881688
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520816,'upkeep'=>219643287
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815634344,'upkeep'=>944882039
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397964,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520816,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51195132.8,'upkeep'=>253447.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397964,'upkeep'=>100
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51195024.8,'upkeep'=>253555.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397964,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520816,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51194760.8,'upkeep'=>253819.2
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51194751.2,'upkeep'=>253828.8
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397964,'upkeep'=>100
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815635649,'upkeep'=>944883344
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397964,'upkeep'=>100
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51194156,'upkeep'=>254424
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51193923.2,'upkeep'=>254656.8
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51193913.6,'upkeep'=>254666.4
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51193786.4,'upkeep'=>254793.6
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397964,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397964,'upkeep'=>100
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51193493.6,'upkeep'=>255086.4
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51193493.6,'upkeep'=>255086.4
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51193347.2,'upkeep'=>255232.8
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520816,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51193239.2,'upkeep'=>255340.8
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51193229.6,'upkeep'=>255350.4
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51193210.4,'upkeep'=>255369.6
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520823,'upkeep'=>219643287
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815637098,'upkeep'=>944884793
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815637116,'upkeep'=>944884811
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520823,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520823,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51192312.8,'upkeep'=>256267.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397955,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397955,'upkeep'=>100
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815301731,'upkeep'=>944549426
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815301776,'upkeep'=>944549471
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51192195.2,'upkeep'=>256384.8
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397955,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520823,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520823,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397955,'upkeep'=>100
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51191844.8,'upkeep'=>256735.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397955,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397955,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520823,'upkeep'=>219643287
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815302208,'upkeep'=>944549903
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51191532.8,'upkeep'=>257047.2
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51191444,'upkeep'=>257136
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51191367.2,'upkeep'=>257212.8
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51191357.6,'upkeep'=>257222.4
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815302667,'upkeep'=>944550362
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520823,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51191201.6,'upkeep'=>257378.4
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520830,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51190899.2,'upkeep'=>257680.8
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520830,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51190731.2,'upkeep'=>257848.8
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51190040.4,'upkeep'=>258539.6
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520830,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51189388.8,'upkeep'=>259191.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51189053.2,'upkeep'=>259526.8
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520830,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520830,'upkeep'=>219643287
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815304017,'upkeep'=>944551712
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>19600000,'cropp'=>36749031,'upkeep'=>0
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51188252.4,'upkeep'=>260327.6
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520830,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51187965.6,'upkeep'=>260614.4
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>19600000,'cropp'=>36749031,'upkeep'=>0
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51186978.4,'upkeep'=>261601.6
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520830,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520837,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51186366,'upkeep'=>262214
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51186206.8,'upkeep'=>262373.2
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>19600000,'cropp'=>36749031,'upkeep'=>0
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51186128.4,'upkeep'=>262451.6
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520837,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51185871.2,'upkeep'=>262708.8
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51185734,'upkeep'=>262846
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520837,'upkeep'=>219643287
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51184805.6,'upkeep'=>263774.4
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51184626.8,'upkeep'=>263953.2
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520837,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520837,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>19600000,'cropp'=>36749031,'upkeep'=>0
'woodp'=>29400000,'clayp'=>29400000,'ironp'=>29400000,'cropp'=>51183421.6,'upkeep'=>265158.4
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520837,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>34321587,'upkeep'=>2427355
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>19600000,'cropp'=>36749031,'upkeep'=>0
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>34321531,'upkeep'=>2427411
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>34321489,'upkeep'=>2427453
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>19600000,'cropp'=>36749031,'upkeep'=>0
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>34321265,'upkeep'=>2427677
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520837,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520844,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>34320845,'upkeep'=>2428097
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520844,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>19600000,'cropp'=>36749031,'upkeep'=>0
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>19600000,'cropp'=>36748996,'upkeep'=>0
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>19600000,'cropp'=>36748996,'upkeep'=>0
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520844,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>34319543,'upkeep'=>2429399
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>19600000,'cropp'=>36748996,'upkeep'=>0
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>34319389,'upkeep'=>2429553
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815307941,'upkeep'=>944555636
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520844,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520844,'upkeep'=>219643287
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815308364,'upkeep'=>944556059
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>34318661,'upkeep'=>2430281
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520844,'upkeep'=>219643287
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815308499,'upkeep'=>944556194
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>34002762.6,'upkeep'=>2745886.4
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815308706,'upkeep'=>944556401
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>34001485,'upkeep'=>2747164
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>34001065.8,'upkeep'=>2747583.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397937,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520844,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520851,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397919,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397919,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520851,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397919,'upkeep'=>100
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815309588,'upkeep'=>944557283
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397919,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520851,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397919,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397919,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397919,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397919,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520851,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520851,'upkeep'=>219643287
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33994825.8,'upkeep'=>2753823.2
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520851,'upkeep'=>219643287
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33993209.8,'upkeep'=>2755439.2
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33993209.8,'upkeep'=>2755439.2
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815310794,'upkeep'=>944558489
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33993099.4,'upkeep'=>2755549.6
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815311028,'upkeep'=>944558723
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397919,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397919,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397919,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520851,'upkeep'=>219643287
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33991697,'upkeep'=>2756952
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520858,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33990931.4,'upkeep'=>2757717.6
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815311343,'upkeep'=>944559038
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33990737.8,'upkeep'=>2757911.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33990474.6,'upkeep'=>2758174.4
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33990324.2,'upkeep'=>2758324.8
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520858,'upkeep'=>219643287
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33990130.6,'upkeep'=>2758518.4
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33989942.6,'upkeep'=>2758706.4
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815311838,'upkeep'=>944559533
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33988540.2,'upkeep'=>2760108.8
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33988121,'upkeep'=>2760528
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520858,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397910,'upkeep'=>100
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33987245,'upkeep'=>2761404
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33987045,'upkeep'=>2761604
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520858,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520858,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520858,'upkeep'=>219643287
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815312927,'upkeep'=>944560622
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33984141.8,'upkeep'=>2764507.2
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33982965,'upkeep'=>2765684
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520858,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520865,'upkeep'=>219643287
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33981968.2,'upkeep'=>2766680.8
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520865,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397892,'upkeep'=>100
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33979557,'upkeep'=>2769092
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397892,'upkeep'=>100
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33979313.8,'upkeep'=>2769335.2
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520865,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397892,'upkeep'=>100
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815314187,'upkeep'=>944561882
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520865,'upkeep'=>219643287
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815314259,'upkeep'=>944561954
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815314277,'upkeep'=>944561972
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397892,'upkeep'=>100
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815314502,'upkeep'=>944562197
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397892,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520865,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520865,'upkeep'=>219643287
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815314772,'upkeep'=>944562467
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33975470.2,'upkeep'=>2773178.8
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397892,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520865,'upkeep'=>219643287
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33974114.2,'upkeep'=>2774534.8
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397892,'upkeep'=>100
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815315159,'upkeep'=>944562854
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>51131987.6,'upkeep'=>316550.4
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397892,'upkeep'=>100
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>51131855.6,'upkeep'=>316682.4
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>51131832,'upkeep'=>316706
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815315357,'upkeep'=>944563052
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397892,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397892,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520865,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520872,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397883,'upkeep'=>100
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>51130727.2,'upkeep'=>317810.8
'woodp'=>6749000,'clayp'=>6749000,'ironp'=>6749000,'cropp'=>-815315717,'upkeep'=>944563412
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>51130477.2,'upkeep'=>318060.8
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397883,'upkeep'=>100
